,node,community,degree,local_closeness,global_closeness,local_core_num,global_core_num,betweenness,eigenvector,trussness,local_zscore,local_P
46,46,c0,0.0012382367508667657,0.49857142857142855,0.2611732746911584,5,5,0.0,2.1603795141193674e-07,6,-0.39253598388985905,0.0
47,47,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1257645405396597e-07,3,-0.4025650074946076,0.0
48,48,c0,0.005448241703813769,0.5109809663250366,0.26146076146076147,14,14,1.1443155328807871e-05,4.831348837967411e-07,23,-0.33570485012961715,0.0
49,49,c0,0.0009905894006934125,0.4978601997146933,0.26115638339154057,2,2,1.238543472875898e-06,2.1428263481709508e-07,3,-0.39587899175810853,0.0
50,50,c0,0.0027241208519068845,0.5028818443804035,0.2612746683921061,10,10,0.0,4.46282343059978e-07,12,-0.3724779366803619,0.0
51,51,c0,0.001733531451213472,0.5,0.2612070638463031,7,7,0.0,2.3934747731679905e-07,8,-0.38584996815336,0.0
52,52,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1165285159495728e-07,3,-0.4025650074946076,0.0
53,53,c0,0.007677067855373947,0.5178041543026706,0.26161321671525756,15,15,2.767992131893288e-05,9.315426117405499e-07,31,-0.30561777931537143,0.0
54,54,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,7,7,0.0,2.5381261955004794e-07,9,-0.38250696028511044,0.0
55,55,c0,0.004210004952947003,0.5072674418604651,0.2613761408505405,17,17,1.0851999952817392e-07,9.982470311456912e-07,18,-0.3524198894708648,0.0
56,56,c0,0.019316493313521546,0.5557324840764332,0.27585735756250856,21,21,0.0006792688217967032,2.6366379741395313e-05,76,-0.15183941737589335,0.025312294543063718
57,57,c0,0.003714710252600297,0.5057971014492754,0.2613423079412336,12,12,5.408306498224755e-06,4.211448525795591e-07,16,-0.3591059052073638,0.0
58,58,c0,0.0029717682020802376,0.5057971014492754,0.3974018305284913,3,6,0.08798797476166793,0.0005898120154985171,5,-0.38250696028511044,0.5138888888888888
59,59,c0,0.0047052996532937095,0.5087463556851312,0.2614099825208778,17,17,2.477086945751796e-07,5.185075583635661e-07,20,-0.3457338737343657,0.0
60,60,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,8,8,1.2510540130059575e-07,7.389823247074877e-07,9,-0.38250696028511044,0.0
61,61,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.1309924189850115e-07,4,-0.39922199962635807,0.0
62,62,c0,0.0064388311045071814,0.5139911634756995,0.26152849740932643,19,19,9.443539569642854e-06,1.0480310720344275e-06,27,-0.32233281865661906,0.0
63,63,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,6,6,0.0,4.1236503348485877e-07,7,-0.3891929760216095,0.0
64,64,c0,0.001733531451213472,0.5043352601156069,0.2790408403012922,6,7,6.916957344254837e-06,2.713065606170404e-07,7,-0.38584996815336,0.0
65,65,c0,0.0029717682020802376,0.5036075036075036,0.2612915749967646,11,11,0.0,6.051887725449037e-07,13,-0.36913492881211235,0.0
66,66,c0,0.003714710252600297,0.5057971014492754,0.2613423079412336,15,15,2.310628565468663e-07,1.2731710213783302e-06,16,-0.3591059052073638,0.0
67,67,c0,0.018821198613174838,0.553968253968254,0.27581967213114755,21,21,0.0005964884393885534,2.6674028086937563e-05,76,-0.1585254331123924,0.025969529085872578
68,68,c0,0.002228826151560178,0.5014367816091954,0.2612408617454875,7,7,4.954173891503592e-07,2.215965528432378e-07,10,-0.37916395241686096,0.0
69,69,c0,0.0024764735017335313,0.5021582733812949,0.26125776397515527,10,10,3.7062475135301495e-07,6.001155179628284e-07,11,-0.3758209445486114,0.0
70,70,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1168797016997866e-07,3,-0.4025650074946076,0.0
71,71,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.130793527418473e-07,4,-0.39922199962635807,0.0
72,72,c0,0.005943536404160475,0.5124816446402349,0.26149462504856885,18,18,9.098725658051891e-07,7.321880694397925e-07,25,-0.3290188343931181,0.0
73,73,c0,0.0024764735017335313,0.5021582733812949,0.26125776397515527,9,9,1.2503391249985256e-06,2.526339746355996e-07,11,-0.3758209445486114,0.0
74,74,c0,0.00024764735017335313,0.49573863636363635,0.26110572259941806,1,1,0.0,2.1031233303459666e-07,2,-0.40590801536285714,0.0
75,75,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,12,12,2.866998779805319e-07,9.487325073453163e-07,15,-0.36244891307561333,0.0
76,76,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.246971005449556e-07,4,-0.39922199962635807,0.0
77,77,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,5,5,0.0,2.423162262820322e-07,7,-0.3891929760216095,0.0
78,78,c0,0.002228826151560178,0.5014367816091954,0.2612408617454875,9,9,0.0,2.2135803346558037e-07,10,-0.37916395241686096,0.0
79,79,c0,0.0029717682020802376,0.5036075036075036,0.2612915749967646,12,12,4.5871980476885104e-08,5.042070479439274e-07,13,-0.36913492881211235,0.0
80,80,c0,0.005695889053987122,0.5109809663250366,0.2679140127388535,15,15,0.00013077447176055277,5.829688943218434e-07,24,-0.33570485012961715,0.08317580340264641
81,81,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,2,2,0.0,2.3546233025642665e-07,3,-0.39922199962635807,0.0
82,82,c0,0.008420009905894007,0.5201192250372578,0.26166407465007774,18,18,1.1151806110934176e-06,8.953960456355655e-07,34,-0.2955887557106229,0.0
83,83,c0,0.001733531451213472,0.5,0.2612070638463031,7,7,0.0,2.3934747731679905e-07,8,-0.38584996815336,0.0
84,84,c0,0.0032194155522535907,0.5043352601156069,0.2613084837895554,10,10,0.0,4.4393270134604735e-07,14,-0.36579192094386287,0.0
85,85,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,12,12,1.2671825280197834e-06,6.218399102825083e-07,15,-0.36244891307561333,0.0
86,86,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,6,6,0.0,2.1745012502533326e-07,7,-0.3891929760216095,0.0
87,87,c0,0.0032194155522535907,0.5036075036075036,0.27463782901448686,10,11,2.244425191276843e-05,2.5353932977449386e-05,14,-0.36913492881211235,0.14201183431952646
88,88,c0,0.004952947003467063,0.5094890510948905,0.26142690664249646,13,13,5.055911391061254e-06,7.788173777900159e-07,20,-0.34239086586611617,0.0
89,89,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,5,5,0.0,2.198438094304251e-07,6,-0.38250696028511044,0.0
90,90,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1163531066753916e-07,3,-0.4025650074946076,0.0
91,91,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,5,5,0.0,2.1973746334830285e-07,6,-0.38250696028511044,0.0
92,92,c0,0.005200594353640416,0.5102339181286549,0.2614438329556491,15,15,8.374913007065596e-07,2.6177120551499574e-07,22,-0.33904785799786663,0.0
93,93,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,6,6,0.0,2.201797330620387e-07,8,-0.38250696028511044,0.0
94,94,c0,0.005448241703813769,0.5109809663250366,0.26146076146076147,15,15,1.6631869492904914e-06,4.3187807994812516e-07,23,-0.33570485012961715,0.0
95,95,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,5,5,0.0,2.1707392791581983e-07,6,-0.3891929760216095,0.0
96,96,c0,0.002228826151560178,0.5014367816091954,0.2612408617454875,8,8,0.0,4.104148511514432e-07,10,-0.37916395241686096,0.0
97,97,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.130110549045412e-07,4,-0.39922199962635807,0.0
98,98,c0,0.012134720158494303,0.5320121951219512,0.26191866121813584,21,21,2.534856564877215e-06,1.8651974910044857e-06,50,-0.24544363768688002,0.0
99,99,c0,0.0032194155522535907,0.5043352601156069,0.2613084837895554,7,7,5.31689019427439e-06,2.2710379624244594e-07,9,-0.36579192094386287,0.0
100,100,c0,0.002228826151560178,0.5014367816091954,0.2612408617454875,6,7,0.0,2.690026832037136e-07,10,-0.37916395241686096,0.0
101,101,c0,0.0047052996532937095,0.5087463556851312,0.2614099825208778,15,15,8.994184743503544e-07,2.5443101452882274e-07,20,-0.3457338737343657,0.0
102,102,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,6,6,0.0,2.174157330625746e-07,7,-0.3891929760216095,0.0
103,103,c0,0.00396235760277365,0.5057971014492754,0.2746938775510204,13,14,0.00012680471402657392,2.509601726022742e-05,17,-0.3591059052073638,0.1171875
104,104,c0,0.0079247152055473,0.5185735512630015,0.2616301671634055,21,21,2.747643528581397e-06,1.4355684549795195e-06,33,-0.3022747714471219,0.0
105,105,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,12,12,0.0,6.40839152362538e-07,15,-0.36244891307561333,0.0
106,106,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,8,8,0.0,4.032095292632716e-07,9,-0.38250696028511044,0.0
107,107,c2,0.258791480931154,1.0,0.45969945355191255,70,70,0.49067517131504956,0.00026069399119670256,255,-0.42358874340975194,0.691996978091161
108,108,c0,0.0032194155522535907,0.5043352601156069,0.2613084837895554,11,11,4.2435249184875443e-07,4.078017501028578e-07,14,-0.36579192094386287,0.0
109,109,c0,0.009162951956414065,0.5224550898203593,0.26171495236243436,21,21,1.976489151380307e-05,1.916116743643399e-06,38,-0.28555973210587426,0.0
110,110,c0,0.0012382367508667657,0.49857142857142855,0.2611732746911584,5,5,0.0,2.1574871103769876e-07,6,-0.39253598388985905,0.0
111,111,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,9,9,1.621902166861295e-06,2.2883459016186963e-07,13,-0.36244891307561333,0.0
112,112,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.130829117045202e-07,4,-0.39922199962635807,0.0
113,113,c0,0.009905894006934125,0.524812030075188,0.2617658498638662,21,21,3.1526830838787345e-06,1.5024273155549714e-06,41,-0.2755307085011257,0.0
114,114,c0,0.00024764735017335313,0.49573863636363635,0.26110572259941806,1,1,0.0,2.1031233303459666e-07,2,-0.40590801536285714,0.0
115,115,c0,0.005200594353640416,0.5102339181286549,0.2614438329556491,10,10,1.3388065159182327e-05,2.3881877710848615e-07,20,-0.33904785799786663,0.0
116,116,c0,0.004210004952947003,0.5072674418604651,0.2613761408505405,10,10,4.1284782429196595e-07,2.3335209685156938e-07,18,-0.3524198894708648,0.0
117,117,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,5,5,0.0,3.927631429000689e-07,7,-0.3891929760216095,0.0
118,118,c0,0.008915304606240713,0.5216741405082213,0.26169799092676604,21,21,6.093780997649668e-06,1.2615924480514825e-06,37,-0.2889027399741238,0.0
119,119,c0,0.015354135710747894,0.5478806907378336,0.2801054384017758,21,21,0.001976312289596559,2.0670379385755196e-06,60,-0.2019845353996362,0.0
120,120,c0,0.0009905894006934125,0.49715099715099714,0.27446982055464925,3,3,2.1409827336314845e-05,2.421567884166865e-05,5,-0.39922199962635807,0.375
121,121,c0,0.0029717682020802376,0.5036075036075036,0.2612915749967646,10,10,0.0,7.413493831688895e-07,13,-0.36913492881211235,0.0
122,122,c0,0.015601783060921248,0.5427682737169518,0.27557496758343003,21,21,0.0008229367497044652,2.627505468539507e-05,63,-0.2019845353996362,0.031242126480221843
123,123,c0,0.004457652303120356,0.5080058224163028,0.2613930605903677,17,17,6.016769533190012e-07,8.351280919517666e-07,19,-0.34907688160261524,0.0
124,124,c0,0.0009905894006934125,0.4978601997146933,0.26115638339154057,3,3,0.0,2.2445903442673028e-07,5,-0.39587899175810853,0.0
125,125,c0,0.0009905894006934125,0.49715099715099714,0.27446982055464925,3,4,3.950100576847132e-06,2.4367123374130393e-05,5,-0.39922199962635807,0.375
126,126,c0,0.001733531451213472,0.5,0.2612070638463031,6,6,1.7029972752043596e-06,3.9253767861127476e-07,8,-0.38584996815336,0.0
127,127,c0,0.00396235760277365,0.5065312046444121,0.2613592233009709,11,11,1.0415024658274598e-06,4.112819163506726e-07,14,-0.35576289733911426,0.0
128,128,c0,0.006934125804853888,0.5155096011816839,0.2615623785464438,21,21,3.2098926283180587e-06,1.5434415237660647e-06,29,-0.31564680292012,0.0
129,129,c0,0.001733531451213472,0.5,0.2612070638463031,7,7,0.0,5.528361634802619e-07,8,-0.38584996815336,0.0
130,130,c0,0.00396235760277365,0.5065312046444121,0.2613592233009709,13,13,1.6196793680944677e-06,6.088185760204502e-07,16,-0.35576289733911426,0.0
131,131,c0,0.001733531451213472,0.5,0.2612070638463031,7,7,0.0,2.1871799866693316e-07,8,-0.38584996815336,0.0
132,132,c0,0.00396235760277365,0.5065312046444121,0.2613592233009709,13,13,0.0,6.372458133770611e-07,17,-0.35576289733911426,0.0
133,133,c0,0.004457652303120356,0.5080058224163028,0.2613930605903677,15,15,3.0042372033842234e-06,6.703645332316179e-07,18,-0.34907688160261524,0.0
134,134,c0,0.0047052996532937095,0.5087463556851312,0.2614099825208778,17,17,1.951644260289294e-07,1.0052301487235237e-06,20,-0.3457338737343657,0.0
135,135,c0,0.0024764735017335313,0.5021582733812949,0.26125776397515527,10,10,0.0,2.330970230012664e-07,11,-0.3758209445486114,0.0
136,136,c13,0.03293709757305597,0.5523560209424084,0.2941862159405508,66,67,0.02701306116153108,0.00389437464847358,47,-0.9651873851131192,0.559895980552886
137,137,c0,0.00396235760277365,0.5065312046444121,0.2613592233009709,9,9,2.7572336836642017e-06,2.315517663714835e-07,14,-0.35576289733911426,0.0
138,138,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.117508593464441e-07,3,-0.4025650074946076,0.0
139,139,c0,0.002228826151560178,0.5014367816091954,0.2612408617454875,9,9,0.0,2.3287761152211187e-07,10,-0.37916395241686096,0.0
140,140,c0,0.0027241208519068845,0.5028818443804035,0.2612746683921061,9,9,0.0,2.249020295067922e-07,12,-0.3724779366803619,0.0
141,141,c0,0.006934125804853888,0.5155096011816839,0.2615623785464438,19,19,2.2301017066824647e-06,1.0678734136582829e-06,29,-0.31564680292012,0.0
142,142,c0,0.010648836057454186,0.527190332326284,0.261816767165921,21,21,3.0973914216131255e-06,2.005832064754141e-06,44,-0.26550168489637715,0.0
143,143,c0,0.0029717682020802376,0.5036075036075036,0.2612915749967646,7,7,2.9636575958101837e-06,2.2557970819250845e-07,8,-0.36913492881211235,0.0
144,144,c0,0.003714710252600297,0.5057971014492754,0.2613423079412336,10,10,6.19271736437949e-07,2.305236184409256e-07,16,-0.3591059052073638,0.0
145,145,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1163531066753916e-07,3,-0.4025650074946076,0.0
146,146,c0,0.0024764735017335313,0.5014367816091954,0.27458180334557325,8,9,6.747542035970874e-05,2.455092978679452e-05,11,-0.37916395241686096,0.17999999999999994
147,147,c0,0.0014858841010401188,0.49928469241773965,0.26119016817593793,5,5,0.0,2.1709041695161263e-07,6,-0.3891929760216095,0.0
148,148,c0,0.004952947003467063,0.5094890510948905,0.26142690664249646,14,14,7.165411859491622e-06,6.646870160904736e-07,21,-0.34239086586611617,0.0
149,149,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,10,10,1.5481793410948724e-07,2.28960556049616e-07,14,-0.36244891307561333,0.0
150,150,c0,0.0027241208519068845,0.5072674418604651,0.2791179926729799,6,7,5.159298975870686e-05,4.4159545758983443e-07,9,-0.3724779366803619,0.0
151,151,c0,0.001733531451213472,0.5,0.2612070638463031,7,7,0.0,2.1904032885314403e-07,8,-0.38584996815336,0.0
152,152,c0,0.0012382367508667657,0.49857142857142855,0.2611732746911584,5,5,0.0,3.711546319119012e-07,6,-0.39253598388985905,0.0
153,153,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.2060595804479308e-07,3,-0.4025650074946076,0.0
154,154,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1166094245479166e-07,3,-0.4025650074946076,0.0
155,155,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.130824071472065e-07,4,-0.39922199962635807,0.0
156,156,c0,0.0029717682020802376,0.5028818443804035,0.27461915125136016,10,10,7.937647605940723e-05,2.4579904124867865e-05,13,-0.3724779366803619,0.1527777777777779
157,157,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.1303025769127772e-07,4,-0.39922199962635807,0.0
158,158,c0,0.006191183754333828,0.513235294117647,0.2615115601321158,17,17,3.413951229816024e-06,1.1780556141717562e-06,26,-0.32567582652486854,0.0
159,159,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,11,11,2.562158618636201e-06,4.3496795749773475e-07,15,-0.36244891307561333,0.0
160,160,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.1374245591388144e-07,3,-0.4025650074946076,0.0
161,161,c0,0.006191183754333828,0.513235294117647,0.2615115601321158,18,19,3.115139848603309e-06,1.9606496195465963e-06,26,-0.32567582652486854,0.0
162,162,c0,0.001981178801386825,0.5007173601147776,0.2612239617026782,8,8,1.5481793410948724e-07,2.2043825115584638e-07,9,-0.38250696028511044,0.0
163,163,c0,0.0014858841010401188,0.49857142857142855,0.2676121678043608,5,6,8.081431896028802e-06,2.3535402307354674e-07,7,-0.39253598388985905,0.2777777777777777
164,164,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,3.761981852660197e-07,4,-0.39922199962635807,0.0
165,165,c0,0.0027241208519068845,0.5028818443804035,0.2612746683921061,10,10,0.0,5.936055623191569e-07,12,-0.3724779366803619,0.0
166,166,c0,0.0009905894006934125,0.49644381223328593,0.2677186236159915,2,4,4.1284782429196595e-07,2.1717063788057475e-07,4,-0.4025650074946076,0.5
167,167,c0,0.001733531451213472,0.5,0.2612070638463031,6,6,0.0,2.1862563470844002e-07,7,-0.38584996815336,0.0
168,168,c0,0.0027241208519068845,0.5028818443804035,0.2612746683921061,9,9,0.0,7.453441029602216e-07,11,-0.3724779366803619,0.0
169,169,c0,0.009410599306587419,0.5224550898203593,0.27510560021801334,21,21,0.00035988724821906274,2.5749071292822103e-05,39,-0.28555973210587426,0.05124653739612173
170,170,c0,0.011391778107974244,0.5295902883156297,0.26186770428015566,21,21,2.7929311012122394e-05,1.8442210668047118e-06,46,-0.2554726612916286,0.0
171,171,c0,0.005448241703813769,0.5094890510948905,0.37049270575282134,6,7,0.016313833887067686,6.169412033699879e-06,9,-0.36579192094386287,0.5454545454545454
172,172,c0,0.010153541357107478,0.5256024096385542,0.26178282009724474,21,21,2.6750274599120148e-06,1.1306354099890158e-06,41,-0.2721877006328762,0.0
173,173,c4,0.0029717682020802376,0.4336016096579477,0.28904795991410165,4,6,0.002858009653030091,5.20232937297206e-07,5,-0.7935226973215798,0.48611111111111105
174,174,c0,0.0009905894006934125,0.4978601997146933,0.26115638339154057,3,3,0.0,2.143985756358222e-07,4,-0.39587899175810853,0.0
175,175,c0,0.004210004952947003,0.5072674418604651,0.2613761408505405,7,7,6.997770621748824e-06,2.487582225879143e-07,12,-0.3524198894708648,0.0
176,176,c0,0.003467062902426944,0.5050651230101303,0.26132539477090344,13,13,6.377969593228448e-07,4.993987532397147e-07,15,-0.36244891307561333,0.0
177,177,c0,0.0027241208519068845,0.5028818443804035,0.2612746683921061,7,7,9.454304088236693e-07,2.242984638524588e-07,8,-0.3724779366803619,0.0
178,178,c0,0.0032194155522535907,0.5043352601156069,0.2613084837895554,11,11,5.539923796054586e-07,6.041528426876911e-07,14,-0.36579192094386287,0.0
179,179,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,2,2,0.0,2.1294201190852726e-07,3,-0.39922199962635807,0.0
180,180,c0,0.004952947003467063,0.5094890510948905,0.26142690664249646,15,15,5.794614105240808e-07,2.641380407986715e-07,21,-0.34239086586611617,0.0
181,181,c0,0.0024764735017335313,0.5021582733812949,0.26125776397515527,9,9,0.0,2.2364157028893605e-07,10,-0.3758209445486114,0.0
182,182,c0,0.0007429420505200594,0.49715099715099714,0.2611394942766604,3,3,0.0,2.1295915113824532e-07,4,-0.39922199962635807,0.0
183,183,c0,0.0004952947003467063,0.49644381223328593,0.26112260734609416,2,2,0.0,2.144548122164338e-07,3,-0.4025650074946076,0.0
184,184,c0,0.004457652303120356,0.5080058224163028,0.2613930605903677,11,11,1.5575622461924175e-06,4.2008582516178646e-07,17,-0.34907688160261524,0.0
185,185,c0,0.0064388311045071814,0.5139911634756995,0.26152849740932643,18,18,2.6450548331127115e-06,1.5087404162585571e-06,27,-0.32233281865661906,0.0
186,186,c0,0.010896483407627538,0.5279878971255674,0.26183374400207493,21,21,5.462016871992332e-06,1.6891526013995935e-06,44,-0.2621586770281276,0.0
