node,community,degree,global_closeness,global_core_num,betweenness,eigenvector,trussness,local_zscore,local_P,local_role,global_role
42,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1162712130634827e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
43,c0,0.00024764735017335313,0.26110572259941806,1,0.0,2.1031233303459666e-07,2,-0.40590801536285714,0.0,Local Ultra-Peripheral,Global Peripheral
44,c0,0.0014858841010401188,0.26119016817593793,6,0.0,2.176613170884422e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
45,c0,0.0029717682020802376,0.2612915749967646,11,8.945036192992596e-07,7.728864856656585e-07,13,-0.36913492881211235,0.0,Local Ultra-Peripheral,
46,c0,0.0012382367508667657,0.2611732746911584,5,0.0,2.1603795141193674e-07,6,-0.39253598388985905,0.0,Local Ultra-Peripheral,Global Peripheral
47,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1257645405396597e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
48,c0,0.005448241703813769,0.26146076146076147,14,1.231740635574141e-05,4.831348837967411e-07,23,-0.33570485012961715,0.0,Local Ultra-Peripheral,
49,c0,0.0009905894006934125,0.26115638339154057,2,0.0,2.1428263481709508e-07,3,-0.39587899175810853,0.0,Local Ultra-Peripheral,Global Peripheral
50,c0,0.0027241208519068845,0.2612746683921061,10,0.0,4.46282343059978e-07,12,-0.3724779366803619,0.0,Local Ultra-Peripheral,
51,c0,0.001733531451213472,0.2612070638463031,7,0.0,2.3934747731679905e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
52,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1165285159495728e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
53,c0,0.007677067855373947,0.26161321671525756,15,2.5345805811839827e-05,9.315426117405499e-07,31,-0.30561777931537143,0.0,Local Ultra-Peripheral,
54,c0,0.001981178801386825,0.2612239617026782,7,0.0,2.5381261955004794e-07,9,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
55,c0,0.004210004952947003,0.2613761408505405,17,2.1703999905634785e-07,9.982470311456912e-07,18,-0.3524198894708648,0.0,Local Ultra-Peripheral,
56,c0,0.019316493313521546,0.27585735756250856,21,0.000746388071071857,2.6366379741395313e-05,76,-0.15183941737589335,0.025312294543063718,Local Ultra-Peripheral,
57,c0,0.003714710252600297,0.2613423079412336,12,1.081661299644951e-05,4.211448525795591e-07,16,-0.3591059052073638,0.0,Local Ultra-Peripheral,
58,c0,0.0029717682020802376,0.3974018305284913,6,0.09186542072879202,0.0005898120154985171,5,-0.38250696028511044,0.5138888888888888,Local Peripheral,Global Peripheral
59,c0,0.0047052996532937095,0.2614099825208778,17,0.0,5.185075583635661e-07,20,-0.3457338737343657,0.0,Local Ultra-Peripheral,
60,c0,0.001981178801386825,0.2612239617026782,8,2.502108026011915e-07,7.389823247074877e-07,9,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
61,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.1309924189850115e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
62,c0,0.0064388311045071814,0.26152849740932643,19,1.8887079139285708e-05,1.0480310720344275e-06,27,-0.32233281865661906,0.0,Local Ultra-Peripheral,
63,c0,0.0014858841010401188,0.26119016817593793,6,0.0,4.1236503348485877e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
64,c0,0.001733531451213472,0.2790408403012922,7,6.377632770994179e-06,2.713065606170404e-07,7,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
65,c0,0.0029717682020802376,0.2612915749967646,11,0.0,6.051887725449037e-07,13,-0.36913492881211235,0.0,Local Ultra-Peripheral,
66,c0,0.003714710252600297,0.2613423079412336,15,4.621257130937326e-07,1.2731710213783302e-06,16,-0.3591059052073638,0.0,Local Ultra-Peripheral,
67,c0,0.018821198613174838,0.27581967213114755,21,0.0006503697696920192,2.6674028086937563e-05,76,-0.1585254331123924,0.025969529085872578,Local Ultra-Peripheral,
68,c0,0.002228826151560178,0.2612408617454875,7,9.908347783007184e-07,2.215965528432378e-07,10,-0.37916395241686096,0.0,Local Ultra-Peripheral,Global Peripheral
69,c0,0.0024764735017335313,0.26125776397515527,10,7.412495027060299e-07,6.001155179628284e-07,11,-0.3758209445486114,0.0,Local Ultra-Peripheral,
70,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1168797016997866e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
71,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.130793527418473e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
72,c0,0.005943536404160475,0.26149462504856885,18,8.329934636598e-07,7.321880694397925e-07,25,-0.3290188343931181,0.0,Local Ultra-Peripheral,
73,c0,0.0024764735017335313,0.26125776397515527,9,2.500678249997051e-06,2.526339746355996e-07,11,-0.3758209445486114,0.0,Local Ultra-Peripheral,Global Peripheral
74,c0,0.00024764735017335313,0.26110572259941806,1,0.0,2.1031233303459666e-07,2,-0.40590801536285714,0.0,Local Ultra-Peripheral,Global Peripheral
75,c0,0.003467062902426944,0.26132539477090344,12,5.733997559610637e-07,9.487325073453163e-07,15,-0.36244891307561333,0.0,Local Ultra-Peripheral,
76,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.246971005449556e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
77,c0,0.0014858841010401188,0.26119016817593793,5,0.0,2.423162262820322e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
78,c0,0.002228826151560178,0.2612408617454875,9,0.0,2.2135803346558037e-07,10,-0.37916395241686096,0.0,Local Ultra-Peripheral,Global Peripheral
79,c0,0.0029717682020802376,0.2612915749967646,12,9.174396095377021e-08,5.042070479439274e-07,13,-0.36913492881211235,0.0,Local Ultra-Peripheral,
80,c0,0.005695889053987122,0.2679140127388535,15,0.00021610797036879912,5.829688943218434e-07,24,-0.33570485012961715,0.08317580340264641,Local Peripheral,Global Broker
81,c0,0.0007429420505200594,0.2611394942766604,2,0.0,2.3546233025642665e-07,3,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
82,c0,0.008420009905894007,0.26166407465007774,18,0.0,8.953960456355655e-07,34,-0.2955887557106229,0.0,Local Ultra-Peripheral,
83,c0,0.001733531451213472,0.2612070638463031,7,0.0,2.3934747731679905e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
84,c0,0.0032194155522535907,0.2613084837895554,10,0.0,4.4393270134604735e-07,14,-0.36579192094386287,0.0,Local Ultra-Peripheral,
85,c0,0.003467062902426944,0.26132539477090344,12,1.3242383814590897e-06,6.218399102825083e-07,15,-0.36244891307561333,0.0,Local Ultra-Peripheral,
86,c0,0.0014858841010401188,0.26119016817593793,6,0.0,2.1745012502533326e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
87,c0,0.0032194155522535907,0.27463782901448686,11,2.5360921370878767e-05,2.5353932977449386e-05,14,-0.36913492881211235,0.14201183431952646,Local Peripheral,
88,c0,0.004952947003467063,0.26142690664249646,13,1.0111822782122507e-05,7.788173777900159e-07,20,-0.34239086586611617,0.0,Local Ultra-Peripheral,
89,c0,0.001981178801386825,0.2612239617026782,5,0.0,2.198438094304251e-07,6,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
90,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1163531066753916e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
91,c0,0.001981178801386825,0.2612239617026782,5,0.0,2.1973746334830285e-07,6,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
92,c0,0.005200594353640416,0.2614438329556491,15,1.6749826014131193e-06,2.6177120551499574e-07,22,-0.33904785799786663,0.0,Local Ultra-Peripheral,
93,c0,0.001981178801386825,0.2612239617026782,6,0.0,2.201797330620387e-07,8,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
94,c0,0.005448241703813769,0.26146076146076147,15,3.326373898580983e-06,4.3187807994812516e-07,23,-0.33570485012961715,0.0,Local Ultra-Peripheral,
95,c0,0.0014858841010401188,0.26119016817593793,5,0.0,2.1707392791581983e-07,6,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
96,c0,0.002228826151560178,0.2612408617454875,8,0.0,4.104148511514432e-07,10,-0.37916395241686096,0.0,Local Ultra-Peripheral,Global Peripheral
97,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.130110549045412e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
98,c0,0.012134720158494303,0.26191866121813584,21,4.5820060408798786e-06,1.8651974910044857e-06,50,-0.24544363768688002,0.0,Local Ultra-Peripheral,
99,c0,0.0032194155522535907,0.2613084837895554,7,6.5642804062422585e-06,2.2710379624244594e-07,9,-0.36579192094386287,0.0,Local Ultra-Peripheral,Global Peripheral
100,c0,0.002228826151560178,0.2612408617454875,7,0.0,2.690026832037136e-07,10,-0.37916395241686096,0.0,Local Ultra-Peripheral,Global Peripheral
101,c0,0.0047052996532937095,0.2614099825208778,15,1.7988369487007089e-06,2.5443101452882274e-07,20,-0.3457338737343657,0.0,Local Ultra-Peripheral,
102,c0,0.0014858841010401188,0.26119016817593793,6,0.0,2.174157330625746e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
103,c0,0.00396235760277365,0.2746938775510204,14,5.023421431172598e-05,2.509601726022742e-05,17,-0.3591059052073638,0.1171875,Local Peripheral,
104,c0,0.0079247152055473,0.2616301671634055,21,3.991341411527776e-06,1.4355684549795195e-06,33,-0.3022747714471219,0.0,Local Ultra-Peripheral,
105,c0,0.003467062902426944,0.26132539477090344,12,0.0,6.40839152362538e-07,15,-0.36244891307561333,0.0,Local Ultra-Peripheral,
106,c0,0.001981178801386825,0.2612239617026782,8,0.0,4.032095292632716e-07,9,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
107,c3,0.258791480931154,0.45969945355191255,70,0.4971341532512744,0.00026069399119670256,255,-0.42358874340975194,0.6927002586937112,Local Connector,Global Core
108,c0,0.0032194155522535907,0.2613084837895554,11,8.529913725040621e-07,4.078017501028578e-07,14,-0.36579192094386287,0.0,Local Ultra-Peripheral,
109,c0,0.009162951956414065,0.26171495236243436,21,9.250755453338947e-06,1.916116743643399e-06,38,-0.28555973210587426,0.0,Local Ultra-Peripheral,
110,c0,0.0012382367508667657,0.2611732746911584,5,0.0,2.1574871103769876e-07,6,-0.39253598388985905,0.0,Local Ultra-Peripheral,Global Peripheral
111,c0,0.003467062902426944,0.26132539477090344,9,3.24380433372259e-06,2.2883459016186963e-07,13,-0.36244891307561333,0.0,Local Ultra-Peripheral,Global Peripheral
112,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.130829117045202e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
113,c0,0.009905894006934125,0.2617658498638662,21,4.444472707122147e-06,1.5024273155549714e-06,41,-0.2755307085011257,0.0,Local Ultra-Peripheral,
114,c0,0.00024764735017335313,0.26110572259941806,1,0.0,2.1031233303459666e-07,2,-0.40590801536285714,0.0,Local Ultra-Peripheral,Global Peripheral
115,c0,0.005200594353640416,0.2614438329556491,10,3.2438043337225895e-06,2.3881877710848615e-07,20,-0.33904785799786663,0.0,Local Ultra-Peripheral,
116,c0,0.004210004952947003,0.2613761408505405,10,8.256956485839319e-07,2.3335209685156938e-07,18,-0.3524198894708648,0.0,Local Ultra-Peripheral,
117,c0,0.0014858841010401188,0.26119016817593793,5,0.0,3.927631429000689e-07,7,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
118,c0,0.008915304606240713,0.26169799092676604,21,9.892093399141526e-06,1.2615924480514825e-06,37,-0.2889027399741238,0.0,Local Ultra-Peripheral,
119,c0,0.015354135710747894,0.2801054384017758,21,0.0018982107537659466,2.0670379385755196e-06,60,-0.2019845353996362,0.0,Local Ultra-Peripheral,
120,c0,0.0009905894006934125,0.27446982055464925,3,2.4018592471609523e-05,2.421567884166865e-05,5,-0.39922199962635807,0.375,Local Peripheral,Global Peripheral
121,c0,0.0029717682020802376,0.2612915749967646,10,0.0,7.413493831688895e-07,13,-0.36913492881211235,0.0,Local Ultra-Peripheral,
122,c0,0.015601783060921248,0.27557496758343003,21,0.0011734550027809468,2.627505468539507e-05,63,-0.2019845353996362,0.031242126480221843,Local Ultra-Peripheral,
123,c0,0.004457652303120356,0.2613930605903677,17,1.2033539066380024e-06,8.351280919517666e-07,19,-0.34907688160261524,0.0,Local Ultra-Peripheral,
124,c0,0.0009905894006934125,0.26115638339154057,3,0.0,2.2445903442673028e-07,5,-0.39587899175810853,0.0,Local Ultra-Peripheral,Global Peripheral
125,c0,0.0009905894006934125,0.27446982055464925,4,4.417903410838086e-06,2.4367123374130393e-05,5,-0.39922199962635807,0.375,Local Peripheral,Global Peripheral
126,c0,0.001733531451213472,0.2612070638463031,6,3.096358682189745e-07,3.9253767861127476e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
127,c0,0.00396235760277365,0.2613592233009709,11,2.0830049316549195e-06,4.112819163506726e-07,14,-0.35576289733911426,0.0,Local Ultra-Peripheral,
128,c0,0.006934125804853888,0.2615623785464438,21,5.1785256796530354e-06,1.5434415237660647e-06,29,-0.31564680292012,0.0,Local Ultra-Peripheral,
129,c0,0.001733531451213472,0.2612070638463031,7,0.0,5.528361634802619e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
130,c0,0.00396235760277365,0.2613592233009709,13,3.2557191338464556e-06,6.088185760204502e-07,16,-0.35576289733911426,0.0,Local Ultra-Peripheral,
131,c0,0.001733531451213472,0.2612070638463031,7,0.0,2.1871799866693316e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
132,c0,0.00396235760277365,0.2613592233009709,13,0.0,6.372458133770611e-07,17,-0.35576289733911426,0.0,Local Ultra-Peripheral,
133,c0,0.004457652303120356,0.2613930605903677,15,3.857178244099224e-06,6.703645332316179e-07,18,-0.34907688160261524,0.0,Local Ultra-Peripheral,
134,c0,0.0047052996532937095,0.2614099825208778,17,3.903288520578588e-07,1.0052301487235237e-06,20,-0.3457338737343657,0.0,Local Ultra-Peripheral,
135,c0,0.0024764735017335313,0.26125776397515527,10,0.0,2.330970230012664e-07,11,-0.3758209445486114,0.0,Local Ultra-Peripheral,
136,c10,0.03293709757305597,0.2941862159405508,67,0.032348508688181114,0.00389437464847358,47,-0.9651873851131192,0.559895980552886,Local Peripheral,Global Hub
137,c0,0.00396235760277365,0.2613592233009709,9,5.514467367328403e-06,2.315517663714835e-07,14,-0.35576289733911426,0.0,Local Ultra-Peripheral,Global Peripheral
138,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.117508593464441e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
139,c0,0.002228826151560178,0.2612408617454875,9,0.0,2.3287761152211187e-07,10,-0.37916395241686096,0.0,Local Ultra-Peripheral,Global Peripheral
140,c0,0.0027241208519068845,0.2612746683921061,9,0.0,2.249020295067922e-07,12,-0.3724779366803619,0.0,Local Ultra-Peripheral,Global Peripheral
141,c0,0.006934125804853888,0.2615623785464438,19,3.0539099154407546e-06,1.0678734136582829e-06,29,-0.31564680292012,0.0,Local Ultra-Peripheral,
142,c0,0.010648836057454186,0.261816767165921,21,3.7580173554152e-06,2.005832064754141e-06,44,-0.26550168489637715,0.0,Local Ultra-Peripheral,
143,c0,0.0029717682020802376,0.2612915749967646,7,2.0642391214598296e-06,2.2557970819250845e-07,8,-0.36913492881211235,0.0,Local Ultra-Peripheral,Global Peripheral
144,c0,0.003714710252600297,0.2613423079412336,10,1.238543472875898e-06,2.305236184409256e-07,16,-0.3591059052073638,0.0,Local Ultra-Peripheral,
145,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1163531066753916e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
146,c0,0.0024764735017335313,0.27458180334557325,9,7.561842947628961e-05,2.455092978679452e-05,11,-0.37916395241686096,0.17999999999999994,Local Peripheral,Global Peripheral
147,c0,0.0014858841010401188,0.26119016817593793,5,0.0,2.1709041695161263e-07,6,-0.3891929760216095,0.0,Local Ultra-Peripheral,Global Peripheral
148,c0,0.004952947003467063,0.26142690664249646,14,0.0,6.646870160904736e-07,21,-0.34239086586611617,0.0,Local Ultra-Peripheral,
149,c0,0.003467062902426944,0.26132539477090344,10,3.096358682189745e-07,2.28960556049616e-07,14,-0.36244891307561333,0.0,Local Ultra-Peripheral,
150,c0,0.0027241208519068845,0.2791179926729799,7,4.762899418584335e-05,4.4159545758983443e-07,9,-0.3724779366803619,0.0,Local Ultra-Peripheral,Global Peripheral
151,c0,0.001733531451213472,0.2612070638463031,7,0.0,2.1904032885314403e-07,8,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
152,c0,0.0012382367508667657,0.2611732746911584,5,0.0,3.711546319119012e-07,6,-0.39253598388985905,0.0,Local Ultra-Peripheral,Global Peripheral
153,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.2060595804479308e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
154,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1166094245479166e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
155,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.130824071472065e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
156,c0,0.0029717682020802376,0.27461915125136016,10,8.92449055206543e-05,2.4579904124867865e-05,13,-0.3724779366803619,0.1527777777777779,Local Peripheral,
157,c0,0.0007429420505200594,0.2611394942766604,3,0.0,2.1303025769127772e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
158,c0,0.006191183754333828,0.2615115601321158,17,6.827902459632048e-06,1.1780556141717562e-06,26,-0.32567582652486854,0.0,Local Ultra-Peripheral,
159,c0,0.003467062902426944,0.26132539477090344,11,5.124317237272402e-06,4.3496795749773475e-07,15,-0.36244891307561333,0.0,Local Ultra-Peripheral,
160,c0,0.0004952947003467063,0.26112260734609416,2,0.0,2.1374245591388144e-07,3,-0.4025650074946076,0.0,Local Ultra-Peripheral,Global Peripheral
161,c0,0.006191183754333828,0.2615115601321158,19,4.58563761732279e-06,1.9606496195465963e-06,26,-0.32567582652486854,0.0,Local Ultra-Peripheral,
162,c0,0.001981178801386825,0.2612239617026782,8,3.096358682189745e-07,2.2043825115584638e-07,9,-0.38250696028511044,0.0,Local Ultra-Peripheral,Global Peripheral
163,c0,0.0014858841010401188,0.2676121678043608,6,9.269453641490682e-06,2.3535402307354674e-07,7,-0.39253598388985905,0.2777777777777777,Local Peripheral,Global Peripheral
164,c0,0.0007429420505200594,0.2611394942766604,3,0.0,3.761981852660197e-07,4,-0.39922199962635807,0.0,Local Ultra-Peripheral,Global Peripheral
165,c0,0.0027241208519068845,0.2612746683921061,10,0.0,5.936055623191569e-07,12,-0.3724779366803619,0.0,Local Ultra-Peripheral,
166,c0,0.0009905894006934125,0.2677186236159915,4,8.256956485839319e-07,2.1717063788057475e-07,4,-0.4025650074946076,0.5,Local Peripheral,Global Peripheral
167,c0,0.001733531451213472,0.2612070638463031,6,0.0,2.1862563470844002e-07,7,-0.38584996815336,0.0,Local Ultra-Peripheral,Global Peripheral
168,c0,0.0027241208519068845,0.2612746683921061,9,0.0,7.453441029602216e-07,11,-0.3724779366803619,0.0,Local Ultra-Peripheral,Global Peripheral
169,c0,0.009410599306587419,0.27510560021801334,21,0.0003862229988022185,2.5749071292822103e-05,39,-0.28555973210587426,0.05124653739612173,Local Peripheral,
170,c0,0.011391778107974244,0.26186770428015566,21,1.293061010637134e-05,1.8442210668047118e-06,46,-0.2554726612916286,0.0,Local Ultra-Peripheral,
171,c0,0.005448241703813769,0.37049270575282134,7,0.01768978757063279,6.169412033699879e-06,9,-0.36579192094386287,0.5454545454545454,Local Peripheral,Global Peripheral
172,c0,0.010153541357107478,0.26178282009724474,21,3.633107017590024e-06,1.1306354099890158e-06,41,-0.2721877006328762,0.0,Local Ultra-Peripheral,
173,c4,0.0029717682020802376,0.28904795991410165,6,0.0033323257657402543,5.20232937297206e-07,5,-0.7939724568378518,0.48611111111111105,Local Peripheral,Global Peripheral
174,c0,0.0009905894006934125,0.26115638339154057,3,0.0,2.143985756358222e-07,4,-0.39587899175810853,0.0,Local Ultra-Peripheral,Global Peripheral
175,c0,0.004210004952947003,0.2613761408505405,7,1.3995541243497648e-05,2.487582225879143e-07,12,-0.3524198894708648,0.0,Local Ultra-Peripheral,Global Peripheral
176,c0,0.003467062902426944,0.26132539477090344,13,1.2755939186456897e-06,4.993987532397147e-07,15,-0.36244891307561333,0.0,Local Ultra-Peripheral,
